order_id,order_date,region,segment,category,product,quantity,unit_price,discount,sales,profit
ORD-0283,2025-01-30,West,Consumer,Furniture,Printer,5,499,0.15,2120.75,589.0
ORD-0284,2025-03-22,East,Corporate,Office Supplies,Monitor,2,7999,0.05,15198.1,1853.33
ORD-0285,2025-01-24,East,Home Office,Office Supplies,Notebook,3,799,0.1,2157.3,291.68
ORD-0286,2025-04-01,South,Home Office,Furniture,Office Chair,2,2499,0.1,4498.2,1391.85
ORD-0287,2025-03-02,South,Corporate,Technology,Office Chair,2,2499,0.05,4748.1,762.32
ORD-0288,2025-02-09,North,Consumer,Technology,Printer,2,4999,0.1,8998.2,2799.84
ORD-0289,2025-05-19,North,Corporate,Furniture,Monitor,4,4999,0,19996,3660.94
ORD-0290,2025-02-16,West,Corporate,Technology,Monitor,5,1299,0.15,5520.75,804.09
ORD-0291,2025-05-19,North,Home Office,Furniture,Wireless Mouse,5,2499,0.15,10620.75,3102.11
ORD-0292,2025-06-28,East,Corporate,Office Supplies,Laptop Stand,2,2499,0,4998,611.58
ORD-0293,2025-03-25,West,Home Office,Furniture,Office Chair,2,2499,0,4998,1148.1
ORD-0294,2025-06-06,West,Corporate,Technology,Wireless Mouse,2,1299,0.15,2208.3,452.23
ORD-0295,2025-04-04,East,Corporate,Furniture,Office Chair,4,7999,0.1,28796.4,6746.48
ORD-0296,2025-01-26,West,Consumer,Office Supplies,Wireless Mouse,5,7999,0.05,37995.25,11066.56
ORD-0297,2025-05-02,North,Consumer,Furniture,Wireless Mouse,2,799,0.05,1518.1,223.0
ORD-0298,2025-05-05,West,Corporate,Office Supplies,Monitor,5,4999,0.1,22495.5,2914.11
ORD-0299,2025-01-16,South,Corporate,Furniture,Printer,1,7999,0.05,7599.05,1058.25
ORD-0300,2025-04-03,West,Corporate,Technology,Wireless Mouse,3,1299,0.1,3507.3,505.92
